CUID,Species,Region,Year,Spawner.Abundance,cu_name_pse
927,Lake sockeye,Vancouver Island & Mainland Inlets,2007,-989898,Fulmore
927,Lake sockeye,Vancouver Island & Mainland Inlets,2008,-989898,Fulmore
927,Lake sockeye,Vancouver Island & Mainland Inlets,2009,-989898,Fulmore
927,Lake sockeye,Vancouver Island & Mainland Inlets,2010,-989898,Fulmore
927,Lake sockeye,Vancouver Island & Mainland Inlets,2011,-989898,Fulmore
927,Lake sockeye,Vancouver Island & Mainland Inlets,2012,-989898,Fulmore
927,Lake sockeye,Vancouver Island & Mainland Inlets,2013,-989898,Fulmore
927,Lake sockeye,Vancouver Island & Mainland Inlets,2014,-989898,Fulmore
927,Lake sockeye,Vancouver Island & Mainland Inlets,2015,-989898,Fulmore
927,Lake sockeye,Vancouver Island & Mainland Inlets,2016,-989898,Fulmore
927,Lake sockeye,Vancouver Island & Mainland Inlets,2017,-989898,Fulmore
927,Lake sockeye,Vancouver Island & Mainland Inlets,2018,-989898,Fulmore
927,Lake sockeye,Vancouver Island & Mainland Inlets,2019,-989898,Fulmore
927,Lake sockeye,Vancouver Island & Mainland Inlets,2020,-989898,Fulmore
927,Lake sockeye,Vancouver Island & Mainland Inlets,2021,-989898,Fulmore
927,Lake sockeye,Vancouver Island & Mainland Inlets,2022,-989898,Fulmore
927,Lake sockeye,Vancouver Island & Mainland Inlets,2023,-989898,Fulmore
928,Lake sockeye,Vancouver Island & Mainland Inlets,1929,-989898,Heydon
928,Lake sockeye,Vancouver Island & Mainland Inlets,1930,-989898,Heydon
928,Lake sockeye,Vancouver Island & Mainland Inlets,1931,-989898,Heydon
928,Lake sockeye,Vancouver Island & Mainland Inlets,1932,-989898,Heydon
928,Lake sockeye,Vancouver Island & Mainland Inlets,1933,-989898,Heydon
928,Lake sockeye,Vancouver Island & Mainland Inlets,1934,-989898,Heydon
928,Lake sockeye,Vancouver Island & Mainland Inlets,1935,-989898,Heydon
928,Lake sockeye,Vancouver Island & Mainland Inlets,1936,-989898,Heydon
928,Lake sockeye,Vancouver Island & Mainland Inlets,1937,-989898,Heydon
928,Lake sockeye,Vancouver Island & Mainland Inlets,1938,-989898,Heydon
928,Lake sockeye,Vancouver Island & Mainland Inlets,1939,-989898,Heydon
928,Lake sockeye,Vancouver Island & Mainland Inlets,1940,-989898,Heydon
928,Lake sockeye,Vancouver Island & Mainland Inlets,1942,-989898,Heydon
928,Lake sockeye,Vancouver Island & Mainland Inlets,1943,-989898,Heydon
928,Lake sockeye,Vancouver Island & Mainland Inlets,1944,-989898,Heydon
928,Lake sockeye,Vancouver Island & Mainland Inlets,1946,-989898,Heydon
928,Lake sockeye,Vancouver Island & Mainland Inlets,1947,-989898,Heydon
928,Lake sockeye,Vancouver Island & Mainland Inlets,1948,-989898,Heydon
928,Lake sockeye,Vancouver Island & Mainland Inlets,1949,-989898,Heydon
928,Lake sockeye,Vancouver Island & Mainland Inlets,1950,-989898,Heydon
928,Lake sockeye,Vancouver Island & Mainland Inlets,1951,-989898,Heydon
928,Lake sockeye,Vancouver Island & Mainland Inlets,1952,-989898,Heydon
928,Lake sockeye,Vancouver Island & Mainland Inlets,1953,-989898,Heydon
928,Lake sockeye,Vancouver Island & Mainland Inlets,1954,-989898,Heydon
928,Lake sockeye,Vancouver Island & Mainland Inlets,1955,-989898,Heydon
928,Lake sockeye,Vancouver Island & Mainland Inlets,1956,-989898,Heydon
928,Lake sockeye,Vancouver Island & Mainland Inlets,1957,-989898,Heydon
928,Lake sockeye,Vancouver Island & Mainland Inlets,1958,-989898,Heydon
928,Lake sockeye,Vancouver Island & Mainland Inlets,1959,-989898,Heydon
928,Lake sockeye,Vancouver Island & Mainland Inlets,1960,-989898,Heydon
928,Lake sockeye,Vancouver Island & Mainland Inlets,1961,-989898,Heydon
928,Lake sockeye,Vancouver Island & Mainland Inlets,1962,-989898,Heydon
928,Lake sockeye,Vancouver Island & Mainland Inlets,1963,-989898,Heydon
928,Lake sockeye,Vancouver Island & Mainland Inlets,1964,-989898,Heydon
928,Lake sockeye,Vancouver Island & Mainland Inlets,1965,-989898,Heydon
928,Lake sockeye,Vancouver Island & Mainland Inlets,1966,-989898,Heydon
928,Lake sockeye,Vancouver Island & Mainland Inlets,1967,-989898,Heydon
928,Lake sockeye,Vancouver Island & Mainland Inlets,1968,-989898,Heydon
928,Lake sockeye,Vancouver Island & Mainland Inlets,1969,-989898,Heydon
928,Lake sockeye,Vancouver Island & Mainland Inlets,1970,-989898,Heydon
928,Lake sockeye,Vancouver Island & Mainland Inlets,1971,-989898,Heydon
928,Lake sockeye,Vancouver Island & Mainland Inlets,1972,-989898,Heydon
928,Lake sockeye,Vancouver Island & Mainland Inlets,1973,-989898,Heydon
928,Lake sockeye,Vancouver Island & Mainland Inlets,1974,-989898,Heydon
928,Lake sockeye,Vancouver Island & Mainland Inlets,1975,-989898,Heydon
928,Lake sockeye,Vancouver Island & Mainland Inlets,1976,-989898,Heydon
928,Lake sockeye,Vancouver Island & Mainland Inlets,1977,-989898,Heydon
928,Lake sockeye,Vancouver Island & Mainland Inlets,1978,-989898,Heydon
928,Lake sockeye,Vancouver Island & Mainland Inlets,1979,-989898,Heydon
928,Lake sockeye,Vancouver Island & Mainland Inlets,1980,-989898,Heydon
928,Lake sockeye,Vancouver Island & Mainland Inlets,1981,-989898,Heydon
928,Lake sockeye,Vancouver Island & Mainland Inlets,1982,-989898,Heydon
928,Lake sockeye,Vancouver Island & Mainland Inlets,1983,-989898,Heydon
928,Lake sockeye,Vancouver Island & Mainland Inlets,1984,-989898,Heydon
928,Lake sockeye,Vancouver Island & Mainland Inlets,1985,-989898,Heydon
928,Lake sockeye,Vancouver Island & Mainland Inlets,1986,-989898,Heydon
928,Lake sockeye,Vancouver Island & Mainland Inlets,1987,-989898,Heydon
928,Lake sockeye,Vancouver Island & Mainland Inlets,1988,-989898,Heydon
928,Lake sockeye,Vancouver Island & Mainland Inlets,1989,-989898,Heydon
928,Lake sockeye,Vancouver Island & Mainland Inlets,1990,-989898,Heydon
928,Lake sockeye,Vancouver Island & Mainland Inlets,1991,-989898,Heydon
928,Lake sockeye,Vancouver Island & Mainland Inlets,1992,-989898,Heydon
928,Lake sockeye,Vancouver Island & Mainland Inlets,1993,-989898,Heydon
928,Lake sockeye,Vancouver Island & Mainland Inlets,1994,-989898,Heydon
928,Lake sockeye,Vancouver Island & Mainland Inlets,1995,-989898,Heydon
928,Lake sockeye,Vancouver Island & Mainland Inlets,1996,-989898,Heydon
928,Lake sockeye,Vancouver Island & Mainland Inlets,1997,-989898,Heydon
928,Lake sockeye,Vancouver Island & Mainland Inlets,1998,-989898,Heydon
928,Lake sockeye,Vancouver Island & Mainland Inlets,1999,-989898,Heydon
928,Lake sockeye,Vancouver Island & Mainland Inlets,2000,-989898,Heydon
928,Lake sockeye,Vancouver Island & Mainland Inlets,2001,-989898,Heydon
928,Lake sockeye,Vancouver Island & Mainland Inlets,2002,-989898,Heydon
928,Lake sockeye,Vancouver Island & Mainland Inlets,2003,-989898,Heydon
928,Lake sockeye,Vancouver Island & Mainland Inlets,2004,-989898,Heydon
928,Lake sockeye,Vancouver Island & Mainland Inlets,2005,-989898,Heydon
928,Lake sockeye,Vancouver Island & Mainland Inlets,2006,-989898,Heydon
928,Lake sockeye,Vancouver Island & Mainland Inlets,2007,-989898,Heydon
928,Lake sockeye,Vancouver Island & Mainland Inlets,2008,-989898,Heydon
928,Lake sockeye,Vancouver Island & Mainland Inlets,2009,-989898,Heydon
928,Lake sockeye,Vancouver Island & Mainland Inlets,2010,-989898,Heydon
928,Lake sockeye,Vancouver Island & Mainland Inlets,2011,-989898,Heydon
928,Lake sockeye,Vancouver Island & Mainland Inlets,2012,-989898,Heydon
928,Lake sockeye,Vancouver Island & Mainland Inlets,2013,-989898,Heydon
928,Lake sockeye,Vancouver Island & Mainland Inlets,2014,-989898,Heydon
928,Lake sockeye,Vancouver Island & Mainland Inlets,2015,-989898,Heydon
928,Lake sockeye,Vancouver Island & Mainland Inlets,2016,-989898,Heydon
928,Lake sockeye,Vancouver Island & Mainland Inlets,2017,-989898,Heydon
928,Lake sockeye,Vancouver Island & Mainland Inlets,2018,-989898,Heydon
928,Lake sockeye,Vancouver Island & Mainland Inlets,2019,-989898,Heydon
928,Lake sockeye,Vancouver Island & Mainland Inlets,2020,-989898,Heydon
928,Lake sockeye,Vancouver Island & Mainland Inlets,2021,-989898,Heydon
928,Lake sockeye,Vancouver Island & Mainland Inlets,2022,-989898,Heydon
928,Lake sockeye,Vancouver Island & Mainland Inlets,2023,-989898,Heydon
929,Lake sockeye,Vancouver Island & Mainland Inlets,1929,-989898,Kakweiken
929,Lake sockeye,Vancouver Island & Mainland Inlets,1930,-989898,Kakweiken
929,Lake sockeye,Vancouver Island & Mainland Inlets,1931,-989898,Kakweiken
929,Lake sockeye,Vancouver Island & Mainland Inlets,1932,-989898,Kakweiken
929,Lake sockeye,Vancouver Island & Mainland Inlets,1933,-989898,Kakweiken
929,Lake sockeye,Vancouver Island & Mainland Inlets,1934,-989898,Kakweiken
929,Lake sockeye,Vancouver Island & Mainland Inlets,1935,-989898,Kakweiken
929,Lake sockeye,Vancouver Island & Mainland Inlets,1936,-989898,Kakweiken
929,Lake sockeye,Vancouver Island & Mainland Inlets,1937,-989898,Kakweiken
929,Lake sockeye,Vancouver Island & Mainland Inlets,1938,-989898,Kakweiken
929,Lake sockeye,Vancouver Island & Mainland Inlets,1939,-989898,Kakweiken
929,Lake sockeye,Vancouver Island & Mainland Inlets,1940,-989898,Kakweiken
929,Lake sockeye,Vancouver Island & Mainland Inlets,1941,-989898,Kakweiken
929,Lake sockeye,Vancouver Island & Mainland Inlets,1942,-989898,Kakweiken
929,Lake sockeye,Vancouver Island & Mainland Inlets,1943,-989898,Kakweiken
929,Lake sockeye,Vancouver Island & Mainland Inlets,1944,-989898,Kakweiken
929,Lake sockeye,Vancouver Island & Mainland Inlets,1946,-989898,Kakweiken
929,Lake sockeye,Vancouver Island & Mainland Inlets,1947,-989898,Kakweiken
929,Lake sockeye,Vancouver Island & Mainland Inlets,1948,-989898,Kakweiken
929,Lake sockeye,Vancouver Island & Mainland Inlets,1949,-989898,Kakweiken
929,Lake sockeye,Vancouver Island & Mainland Inlets,1950,-989898,Kakweiken
929,Lake sockeye,Vancouver Island & Mainland Inlets,1951,-989898,Kakweiken
929,Lake sockeye,Vancouver Island & Mainland Inlets,1952,-989898,Kakweiken
929,Lake sockeye,Vancouver Island & Mainland Inlets,1953,-989898,Kakweiken
929,Lake sockeye,Vancouver Island & Mainland Inlets,1954,-989898,Kakweiken
929,Lake sockeye,Vancouver Island & Mainland Inlets,1955,-989898,Kakweiken
929,Lake sockeye,Vancouver Island & Mainland Inlets,1956,-989898,Kakweiken
929,Lake sockeye,Vancouver Island & Mainland Inlets,1957,-989898,Kakweiken
929,Lake sockeye,Vancouver Island & Mainland Inlets,1958,-989898,Kakweiken
929,Lake sockeye,Vancouver Island & Mainland Inlets,1959,-989898,Kakweiken
929,Lake sockeye,Vancouver Island & Mainland Inlets,1960,-989898,Kakweiken
929,Lake sockeye,Vancouver Island & Mainland Inlets,1961,-989898,Kakweiken
929,Lake sockeye,Vancouver Island & Mainland Inlets,1962,-989898,Kakweiken
929,Lake sockeye,Vancouver Island & Mainland Inlets,1963,-989898,Kakweiken
929,Lake sockeye,Vancouver Island & Mainland Inlets,1964,-989898,Kakweiken
929,Lake sockeye,Vancouver Island & Mainland Inlets,1965,-989898,Kakweiken
929,Lake sockeye,Vancouver Island & Mainland Inlets,1966,-989898,Kakweiken
929,Lake sockeye,Vancouver Island & Mainland Inlets,1967,-989898,Kakweiken
929,Lake sockeye,Vancouver Island & Mainland Inlets,1968,-989898,Kakweiken
929,Lake sockeye,Vancouver Island & Mainland Inlets,1969,-989898,Kakweiken
929,Lake sockeye,Vancouver Island & Mainland Inlets,1970,-989898,Kakweiken
929,Lake sockeye,Vancouver Island & Mainland Inlets,1971,-989898,Kakweiken
929,Lake sockeye,Vancouver Island & Mainland Inlets,1972,-989898,Kakweiken
929,Lake sockeye,Vancouver Island & Mainland Inlets,1973,-989898,Kakweiken
929,Lake sockeye,Vancouver Island & Mainland Inlets,1974,-989898,Kakweiken
929,Lake sockeye,Vancouver Island & Mainland Inlets,1975,-989898,Kakweiken
929,Lake sockeye,Vancouver Island & Mainland Inlets,1976,-989898,Kakweiken
929,Lake sockeye,Vancouver Island & Mainland Inlets,1977,-989898,Kakweiken
929,Lake sockeye,Vancouver Island & Mainland Inlets,1978,-989898,Kakweiken
929,Lake sockeye,Vancouver Island & Mainland Inlets,1979,-989898,Kakweiken
929,Lake sockeye,Vancouver Island & Mainland Inlets,1980,-989898,Kakweiken
929,Lake sockeye,Vancouver Island & Mainland Inlets,1981,-989898,Kakweiken
929,Lake sockeye,Vancouver Island & Mainland Inlets,1982,-989898,Kakweiken
929,Lake sockeye,Vancouver Island & Mainland Inlets,1983,-989898,Kakweiken
929,Lake sockeye,Vancouver Island & Mainland Inlets,1984,-989898,Kakweiken
929,Lake sockeye,Vancouver Island & Mainland Inlets,1985,-989898,Kakweiken
929,Lake sockeye,Vancouver Island & Mainland Inlets,1986,-989898,Kakweiken
929,Lake sockeye,Vancouver Island & Mainland Inlets,1987,-989898,Kakweiken
929,Lake sockeye,Vancouver Island & Mainland Inlets,1988,-989898,Kakweiken
929,Lake sockeye,Vancouver Island & Mainland Inlets,1989,-989898,Kakweiken
929,Lake sockeye,Vancouver Island & Mainland Inlets,1990,-989898,Kakweiken
929,Lake sockeye,Vancouver Island & Mainland Inlets,1991,-989898,Kakweiken
929,Lake sockeye,Vancouver Island & Mainland Inlets,1992,-989898,Kakweiken
929,Lake sockeye,Vancouver Island & Mainland Inlets,1993,-989898,Kakweiken
929,Lake sockeye,Vancouver Island & Mainland Inlets,1994,-989898,Kakweiken
929,Lake sockeye,Vancouver Island & Mainland Inlets,1995,-989898,Kakweiken
929,Lake sockeye,Vancouver Island & Mainland Inlets,1996,-989898,Kakweiken
929,Lake sockeye,Vancouver Island & Mainland Inlets,1997,-989898,Kakweiken
929,Lake sockeye,Vancouver Island & Mainland Inlets,1998,-989898,Kakweiken
929,Lake sockeye,Vancouver Island & Mainland Inlets,1999,-989898,Kakweiken
929,Lake sockeye,Vancouver Island & Mainland Inlets,2000,-989898,Kakweiken
929,Lake sockeye,Vancouver Island & Mainland Inlets,2001,-989898,Kakweiken
929,Lake sockeye,Vancouver Island & Mainland Inlets,2002,-989898,Kakweiken
929,Lake sockeye,Vancouver Island & Mainland Inlets,2003,-989898,Kakweiken
929,Lake sockeye,Vancouver Island & Mainland Inlets,2004,-989898,Kakweiken
929,Lake sockeye,Vancouver Island & Mainland Inlets,2005,-989898,Kakweiken
929,Lake sockeye,Vancouver Island & Mainland Inlets,2006,-989898,Kakweiken
929,Lake sockeye,Vancouver Island & Mainland Inlets,2007,-989898,Kakweiken
929,Lake sockeye,Vancouver Island & Mainland Inlets,2008,-989898,Kakweiken
929,Lake sockeye,Vancouver Island & Mainland Inlets,2009,-989898,Kakweiken
929,Lake sockeye,Vancouver Island & Mainland Inlets,2010,-989898,Kakweiken
929,Lake sockeye,Vancouver Island & Mainland Inlets,2011,-989898,Kakweiken
929,Lake sockeye,Vancouver Island & Mainland Inlets,2012,-989898,Kakweiken
929,Lake sockeye,Vancouver Island & Mainland Inlets,2013,-989898,Kakweiken
929,Lake sockeye,Vancouver Island & Mainland Inlets,2014,-989898,Kakweiken
929,Lake sockeye,Vancouver Island & Mainland Inlets,2015,-989898,Kakweiken
929,Lake sockeye,Vancouver Island & Mainland Inlets,2016,-989898,Kakweiken
929,Lake sockeye,Vancouver Island & Mainland Inlets,2017,-989898,Kakweiken
929,Lake sockeye,Vancouver Island & Mainland Inlets,2018,-989898,Kakweiken
929,Lake sockeye,Vancouver Island & Mainland Inlets,2019,-989898,Kakweiken
929,Lake sockeye,Vancouver Island & Mainland Inlets,2020,-989898,Kakweiken
929,Lake sockeye,Vancouver Island & Mainland Inlets,2021,-989898,Kakweiken
929,Lake sockeye,Vancouver Island & Mainland Inlets,2022,-989898,Kakweiken
929,Lake sockeye,Vancouver Island & Mainland Inlets,2023,-989898,Kakweiken
930,Lake sockeye,Vancouver Island & Mainland Inlets,1950,-989898,Loose
930,Lake sockeye,Vancouver Island & Mainland Inlets,1951,-989898,Loose
930,Lake sockeye,Vancouver Island & Mainland Inlets,1952,-989898,Loose
930,Lake sockeye,Vancouver Island & Mainland Inlets,1953,-989898,Loose
930,Lake sockeye,Vancouver Island & Mainland Inlets,1954,-989898,Loose
930,Lake sockeye,Vancouver Island & Mainland Inlets,1955,-989898,Loose
930,Lake sockeye,Vancouver Island & Mainland Inlets,1956,-989898,Loose
930,Lake sockeye,Vancouver Island & Mainland Inlets,1957,-989898,Loose
930,Lake sockeye,Vancouver Island & Mainland Inlets,1958,-989898,Loose
930,Lake sockeye,Vancouver Island & Mainland Inlets,1959,-989898,Loose
930,Lake sockeye,Vancouver Island & Mainland Inlets,1960,-989898,Loose
930,Lake sockeye,Vancouver Island & Mainland Inlets,1961,-989898,Loose
930,Lake sockeye,Vancouver Island & Mainland Inlets,1962,-989898,Loose
930,Lake sockeye,Vancouver Island & Mainland Inlets,1963,-989898,Loose
930,Lake sockeye,Vancouver Island & Mainland Inlets,1964,-989898,Loose
930,Lake sockeye,Vancouver Island & Mainland Inlets,1965,-989898,Loose
930,Lake sockeye,Vancouver Island & Mainland Inlets,1966,-989898,Loose
930,Lake sockeye,Vancouver Island & Mainland Inlets,1967,-989898,Loose
930,Lake sockeye,Vancouver Island & Mainland Inlets,1968,-989898,Loose
930,Lake sockeye,Vancouver Island & Mainland Inlets,1969,-989898,Loose
930,Lake sockeye,Vancouver Island & Mainland Inlets,1970,-989898,Loose
930,Lake sockeye,Vancouver Island & Mainland Inlets,1971,-989898,Loose
930,Lake sockeye,Vancouver Island & Mainland Inlets,1972,-989898,Loose
930,Lake sockeye,Vancouver Island & Mainland Inlets,1973,-989898,Loose
930,Lake sockeye,Vancouver Island & Mainland Inlets,1974,-989898,Loose
930,Lake sockeye,Vancouver Island & Mainland Inlets,1975,-989898,Loose
930,Lake sockeye,Vancouver Island & Mainland Inlets,1976,-989898,Loose
930,Lake sockeye,Vancouver Island & Mainland Inlets,1977,-989898,Loose
930,Lake sockeye,Vancouver Island & Mainland Inlets,1978,-989898,Loose
930,Lake sockeye,Vancouver Island & Mainland Inlets,1979,-989898,Loose
930,Lake sockeye,Vancouver Island & Mainland Inlets,1980,-989898,Loose
930,Lake sockeye,Vancouver Island & Mainland Inlets,1981,-989898,Loose
930,Lake sockeye,Vancouver Island & Mainland Inlets,1982,-989898,Loose
930,Lake sockeye,Vancouver Island & Mainland Inlets,1983,-989898,Loose
930,Lake sockeye,Vancouver Island & Mainland Inlets,1984,-989898,Loose
930,Lake sockeye,Vancouver Island & Mainland Inlets,1985,-989898,Loose
930,Lake sockeye,Vancouver Island & Mainland Inlets,1986,-989898,Loose
930,Lake sockeye,Vancouver Island & Mainland Inlets,1987,-989898,Loose
930,Lake sockeye,Vancouver Island & Mainland Inlets,1988,-989898,Loose
930,Lake sockeye,Vancouver Island & Mainland Inlets,1989,-989898,Loose
930,Lake sockeye,Vancouver Island & Mainland Inlets,1990,-989898,Loose
930,Lake sockeye,Vancouver Island & Mainland Inlets,1991,-989898,Loose
930,Lake sockeye,Vancouver Island & Mainland Inlets,1992,-989898,Loose
930,Lake sockeye,Vancouver Island & Mainland Inlets,1993,-989898,Loose
930,Lake sockeye,Vancouver Island & Mainland Inlets,1994,-989898,Loose
930,Lake sockeye,Vancouver Island & Mainland Inlets,1995,-989898,Loose
930,Lake sockeye,Vancouver Island & Mainland Inlets,1996,-989898,Loose
930,Lake sockeye,Vancouver Island & Mainland Inlets,1997,-989898,Loose
930,Lake sockeye,Vancouver Island & Mainland Inlets,1998,-989898,Loose
930,Lake sockeye,Vancouver Island & Mainland Inlets,1999,-989898,Loose
930,Lake sockeye,Vancouver Island & Mainland Inlets,2000,-989898,Loose
930,Lake sockeye,Vancouver Island & Mainland Inlets,2001,-989898,Loose
930,Lake sockeye,Vancouver Island & Mainland Inlets,2002,-989898,Loose
930,Lake sockeye,Vancouver Island & Mainland Inlets,2003,-989898,Loose
930,Lake sockeye,Vancouver Island & Mainland Inlets,2004,-989898,Loose
930,Lake sockeye,Vancouver Island & Mainland Inlets,2005,-989898,Loose
930,Lake sockeye,Vancouver Island & Mainland Inlets,2006,-989898,Loose
930,Lake sockeye,Vancouver Island & Mainland Inlets,2007,-989898,Loose
930,Lake sockeye,Vancouver Island & Mainland Inlets,2008,-989898,Loose
930,Lake sockeye,Vancouver Island & Mainland Inlets,2009,-989898,Loose
930,Lake sockeye,Vancouver Island & Mainland Inlets,2010,-989898,Loose
930,Lake sockeye,Vancouver Island & Mainland Inlets,2011,-989898,Loose
930,Lake sockeye,Vancouver Island & Mainland Inlets,2012,-989898,Loose
930,Lake sockeye,Vancouver Island & Mainland Inlets,2013,-989898,Loose
930,Lake sockeye,Vancouver Island & Mainland Inlets,2014,-989898,Loose
930,Lake sockeye,Vancouver Island & Mainland Inlets,2015,-989898,Loose
930,Lake sockeye,Vancouver Island & Mainland Inlets,2016,-989898,Loose
930,Lake sockeye,Vancouver Island & Mainland Inlets,2017,-989898,Loose
930,Lake sockeye,Vancouver Island & Mainland Inlets,2018,-989898,Loose
930,Lake sockeye,Vancouver Island & Mainland Inlets,2019,-989898,Loose
930,Lake sockeye,Vancouver Island & Mainland Inlets,2020,-989898,Loose
930,Lake sockeye,Vancouver Island & Mainland Inlets,2021,-989898,Loose
930,Lake sockeye,Vancouver Island & Mainland Inlets,2022,-989898,Loose
930,Lake sockeye,Vancouver Island & Mainland Inlets,2023,-989898,Loose
931,Lake sockeye,Vancouver Island & Mainland Inlets,1929,-989898,Mackenzie
931,Lake sockeye,Vancouver Island & Mainland Inlets,1930,-989898,Mackenzie
931,Lake sockeye,Vancouver Island & Mainland Inlets,1931,-989898,Mackenzie
931,Lake sockeye,Vancouver Island & Mainland Inlets,1932,-989898,Mackenzie
931,Lake sockeye,Vancouver Island & Mainland Inlets,1933,-989898,Mackenzie
931,Lake sockeye,Vancouver Island & Mainland Inlets,1934,-989898,Mackenzie
931,Lake sockeye,Vancouver Island & Mainland Inlets,1935,-989898,Mackenzie
931,Lake sockeye,Vancouver Island & Mainland Inlets,1936,-989898,Mackenzie
931,Lake sockeye,Vancouver Island & Mainland Inlets,1937,-989898,Mackenzie
931,Lake sockeye,Vancouver Island & Mainland Inlets,1938,-989898,Mackenzie
931,Lake sockeye,Vancouver Island & Mainland Inlets,1940,-989898,Mackenzie
931,Lake sockeye,Vancouver Island & Mainland Inlets,1941,-989898,Mackenzie
931,Lake sockeye,Vancouver Island & Mainland Inlets,1942,-989898,Mackenzie
931,Lake sockeye,Vancouver Island & Mainland Inlets,1943,-989898,Mackenzie
931,Lake sockeye,Vancouver Island & Mainland Inlets,1950,-989898,Mackenzie
931,Lake sockeye,Vancouver Island & Mainland Inlets,1951,-989898,Mackenzie
931,Lake sockeye,Vancouver Island & Mainland Inlets,1952,-989898,Mackenzie
931,Lake sockeye,Vancouver Island & Mainland Inlets,1953,-989898,Mackenzie
931,Lake sockeye,Vancouver Island & Mainland Inlets,1954,-989898,Mackenzie
931,Lake sockeye,Vancouver Island & Mainland Inlets,1955,-989898,Mackenzie
931,Lake sockeye,Vancouver Island & Mainland Inlets,1956,-989898,Mackenzie
931,Lake sockeye,Vancouver Island & Mainland Inlets,1957,-989898,Mackenzie
931,Lake sockeye,Vancouver Island & Mainland Inlets,1958,-989898,Mackenzie
931,Lake sockeye,Vancouver Island & Mainland Inlets,1959,-989898,Mackenzie
931,Lake sockeye,Vancouver Island & Mainland Inlets,1960,-989898,Mackenzie
931,Lake sockeye,Vancouver Island & Mainland Inlets,1961,-989898,Mackenzie
931,Lake sockeye,Vancouver Island & Mainland Inlets,1962,-989898,Mackenzie
931,Lake sockeye,Vancouver Island & Mainland Inlets,1963,-989898,Mackenzie
931,Lake sockeye,Vancouver Island & Mainland Inlets,1964,-989898,Mackenzie
931,Lake sockeye,Vancouver Island & Mainland Inlets,1965,-989898,Mackenzie
931,Lake sockeye,Vancouver Island & Mainland Inlets,1966,-989898,Mackenzie
931,Lake sockeye,Vancouver Island & Mainland Inlets,1967,-989898,Mackenzie
931,Lake sockeye,Vancouver Island & Mainland Inlets,1968,-989898,Mackenzie
931,Lake sockeye,Vancouver Island & Mainland Inlets,1969,-989898,Mackenzie
931,Lake sockeye,Vancouver Island & Mainland Inlets,1970,-989898,Mackenzie
931,Lake sockeye,Vancouver Island & Mainland Inlets,1971,-989898,Mackenzie
931,Lake sockeye,Vancouver Island & Mainland Inlets,1972,-989898,Mackenzie
931,Lake sockeye,Vancouver Island & Mainland Inlets,1973,-989898,Mackenzie
931,Lake sockeye,Vancouver Island & Mainland Inlets,1974,-989898,Mackenzie
931,Lake sockeye,Vancouver Island & Mainland Inlets,1975,-989898,Mackenzie
931,Lake sockeye,Vancouver Island & Mainland Inlets,1976,-989898,Mackenzie
931,Lake sockeye,Vancouver Island & Mainland Inlets,1977,-989898,Mackenzie
931,Lake sockeye,Vancouver Island & Mainland Inlets,1978,-989898,Mackenzie
931,Lake sockeye,Vancouver Island & Mainland Inlets,1979,-989898,Mackenzie
931,Lake sockeye,Vancouver Island & Mainland Inlets,1980,-989898,Mackenzie
931,Lake sockeye,Vancouver Island & Mainland Inlets,1981,-989898,Mackenzie
931,Lake sockeye,Vancouver Island & Mainland Inlets,1982,-989898,Mackenzie
931,Lake sockeye,Vancouver Island & Mainland Inlets,1983,-989898,Mackenzie
931,Lake sockeye,Vancouver Island & Mainland Inlets,1984,-989898,Mackenzie
931,Lake sockeye,Vancouver Island & Mainland Inlets,1985,-989898,Mackenzie
931,Lake sockeye,Vancouver Island & Mainland Inlets,1986,-989898,Mackenzie
931,Lake sockeye,Vancouver Island & Mainland Inlets,1987,-989898,Mackenzie
931,Lake sockeye,Vancouver Island & Mainland Inlets,1988,-989898,Mackenzie
931,Lake sockeye,Vancouver Island & Mainland Inlets,1989,-989898,Mackenzie
931,Lake sockeye,Vancouver Island & Mainland Inlets,1990,-989898,Mackenzie
931,Lake sockeye,Vancouver Island & Mainland Inlets,1991,-989898,Mackenzie
931,Lake sockeye,Vancouver Island & Mainland Inlets,1992,-989898,Mackenzie
931,Lake sockeye,Vancouver Island & Mainland Inlets,1993,-989898,Mackenzie
931,Lake sockeye,Vancouver Island & Mainland Inlets,1994,-989898,Mackenzie
931,Lake sockeye,Vancouver Island & Mainland Inlets,1995,-989898,Mackenzie
931,Lake sockeye,Vancouver Island & Mainland Inlets,1996,-989898,Mackenzie
931,Lake sockeye,Vancouver Island & Mainland Inlets,1997,-989898,Mackenzie
931,Lake sockeye,Vancouver Island & Mainland Inlets,1998,-989898,Mackenzie
931,Lake sockeye,Vancouver Island & Mainland Inlets,1999,-989898,Mackenzie
931,Lake sockeye,Vancouver Island & Mainland Inlets,2000,-989898,Mackenzie
931,Lake sockeye,Vancouver Island & Mainland Inlets,2001,-989898,Mackenzie
931,Lake sockeye,Vancouver Island & Mainland Inlets,2002,-989898,Mackenzie
931,Lake sockeye,Vancouver Island & Mainland Inlets,2003,-989898,Mackenzie
931,Lake sockeye,Vancouver Island & Mainland Inlets,2004,-989898,Mackenzie
931,Lake sockeye,Vancouver Island & Mainland Inlets,2005,-989898,Mackenzie
931,Lake sockeye,Vancouver Island & Mainland Inlets,2006,-989898,Mackenzie
931,Lake sockeye,Vancouver Island & Mainland Inlets,2007,-989898,Mackenzie
931,Lake sockeye,Vancouver Island & Mainland Inlets,2008,-989898,Mackenzie
